PRISM Time Series Data
Location:  Lat: 32.8355   Lon: -117.1529   Elev: 381ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2018-01-01 - 2022-09-28
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2022-Nov-29
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2021-03-11,0.57,46.9,52.8,58.8,44.2,0.67,7.96
2021-03-12,0.22,44.6,50.4,56.2,41.2,0.69,7.45
2021-03-13,0.00,44.5,50.3,56.2,40.2,1.03,7.70
2021-03-14,0.00,46.8,53.0,59.3,45.4,1.69,6.53
2021-03-15,0.00,50.3,54.5,58.8,44.8,1.88,7.12
2021-03-16,0.27,47.0,51.1,55.0,41.5,0.75,6.33
2021-03-17,0.00,42.8,49.9,56.9,39.2,1.32,7.68
2021-03-18,0.00,42.3,51.4,60.5,44.1,0.83,7.45
2021-03-19,0.00,47.4,54.4,61.4,48.2,0.72,6.67
2021-03-20,0.00,47.9,57.4,67.1,51.1,0.59,11.25
2021-03-21,0.00,46.9,54.7,62.5,48.6,0.62,9.08
2021-03-22,0.00,45.7,53.2,60.8,44.4,1.00,7.96
2021-03-23,0.00,45.9,54.7,63.6,46.1,1.43,9.98
2021-03-24,0.00,47.5,53.7,59.9,47.8,0.89,6.29
2021-03-25,0.00,46.1,55.0,64.0,45.3,0.84,11.67
2021-03-26,0.12,50.1,53.9,57.7,46.4,1.07,6.91
2021-03-27,0.00,46.7,53.4,60.2,44.0,1.32,8.16
2021-03-28,0.00,45.5,57.7,70.1,43.5,1.18,16.59
2021-03-29,0.00,50.9,65.9,81.2,39.0,3.30,29.36
2021-03-30,0.00,50.7,62.0,73.3,49.1,0.98,17.75
2021-03-31,0.00,50.8,58.9,67.0,50.6,0.78,10.17
2021-04-01,0.00,50.5,68.5,83.8,24.7,2.22,37.50
2021-04-02,0.00,54.3,70.7,84.1,34.7,1.71,38.73
2021-04-03,0.00,51.9,60.3,67.7,52.6,0.84,10.36
2021-04-04,0.00,51.3,60.0,65.9,52.4,0.64,10.24
2021-04-05,0.00,49.9,62.5,71.3,51.4,0.53,17.64
2021-04-06,0.00,53.4,59.7,65.1,51.3,1.45,8.35
2021-04-07,0.00,52.3,60.2,66.6,51.9,1.12,9.87
2021-04-08,0.00,52.1,63.5,70.8,53.0,0.93,16.50
2021-04-09,0.00,52.4,60.7,68.0,52.8,0.79,10.03
2021-04-10,0.00,53.6,61.3,67.7,52.7,1.34,10.65
2021-04-11,0.00,53.7,61.4,67.5,52.9,1.20,10.32
2021-04-12,0.00,55.1,60.9,65.6,51.8,1.87,8.52
2021-04-13,0.00,55.7,60.7,65.0,50.0,2.70,9.52
2021-04-14,0.00,53.6,55.6,57.4,49.4,1.94,4.13
2021-04-15,0.00,50.3,55.4,60.0,44.0,2.87,7.96
2021-04-16,0.00,48.7,55.9,62.6,46.8,1.86,9.30
2021-04-17,0.00,54.5,60.6,65.4,50.1,2.41,11.00
2021-04-18,0.00,54.3,60.2,65.0,51.0,1.44,9.58
2021-04-19,0.00,52.8,67.1,79.9,41.3,1.22,30.64
2021-04-20,0.00,52.4,66.7,75.4,46.3,1.47,28.77
2021-04-21,0.00,55.0,59.7,63.8,49.9,2.25,8.18
2021-04-22,0.01,53.8,57.2,60.5,48.7,1.85,8.15
2021-04-23,0.03,53.6,56.3,58.8,50.8,1.61,4.99
2021-04-24,0.00,54.2,57.4,60.4,50.4,1.84,5.54
2021-04-25,0.00,55.8,60.1,64.1,50.6,2.73,8.05
2021-04-26,0.00,54.8,59.6,63.8,49.4,3.05,8.84
2021-04-27,0.18,51.7,56.3,60.7,48.3,1.25,7.50
2021-04-28,0.00,48.6,55.0,61.1,44.7,1.90,9.35
2021-04-29,0.00,48.6,60.3,70.7,47.9,1.58,15.56
2021-04-30,0.00,53.5,68.8,79.5,44.4,4.06,31.76
2021-05-01,0.00,57.4,71.8,80.0,49.5,1.31,33.34
2021-05-02,0.00,56.7,63.3,69.0,52.9,1.96,9.73
2021-05-03,0.05,55.5,58.7,61.7,52.7,1.12,5.36
2021-05-04,0.00,56.7,63.0,68.9,54.7,1.92,9.85
2021-05-05,0.00,56.3,64.9,71.0,55.8,1.11,12.93
2021-05-06,0.00,56.0,65.2,70.3,55.7,0.94,12.38
2021-05-07,0.00,57.2,62.1,66.2,53.1,2.30,7.99
2021-05-08,0.00,57.2,61.8,66.0,51.6,3.40,8.60
2021-05-09,0.00,56.4,61.4,66.2,51.6,2.59,8.96
2021-05-10,0.00,56.9,62.3,67.2,52.5,2.84,9.03
2021-05-11,0.00,54.8,60.0,64.7,51.0,2.31,7.83
2021-05-12,0.00,56.7,61.6,66.1,53.4,2.28,7.86
2021-05-13,0.00,58.2,63.4,68.0,56.2,2.33,7.81
2021-05-14,0.00,58.5,63.8,68.5,55.6,2.47,8.57
2021-05-15,0.00,57.9,63.5,68.4,53.7,2.51,9.49
2021-05-16,0.00,56.4,61.0,65.3,51.3,2.72,8.25
2021-05-17,0.03,55.6,58.7,61.6,51.8,1.87,6.28
2021-05-18,0.00,56.3,60.4,64.3,54.2,1.79,5.97
2021-05-19,0.00,57.8,62.6,67.1,55.1,2.20,7.92
2021-05-20,0.00,57.1,62.9,68.6,54.6,2.39,8.64
2021-05-21,0.00,55.1,59.4,63.4,50.4,2.67,6.98
2021-05-22,0.00,51.8,57.6,63.3,48.6,2.48,8.14
2021-05-23,0.00,50.3,56.6,62.6,46.0,2.16,9.26
2021-05-24,0.00,50.0,59.9,68.2,51.6,1.19,12.04
2021-05-25,0.00,54.2,65.7,74.3,54.0,1.27,19.64
2021-05-26,0.00,56.0,67.4,75.7,55.5,1.23,23.31
2021-05-27,0.00,56.4,62.7,68.6,54.0,2.14,8.69
2021-05-28,0.00,56.2,61.8,66.7,51.6,2.45,9.97
2021-05-29,0.00,57.6,63.1,68.1,53.5,2.76,9.63
2021-05-30,0.00,56.2,60.5,64.7,52.2,1.91,7.49
2021-05-31,0.00,57.6,62.0,66.2,53.4,2.61,7.49
2021-06-01,0.00,58.0,63.4,68.7,54.9,2.42,9.02
2021-06-02,0.00,57.6,63.3,68.7,56.3,1.29,7.97
2021-06-03,0.00,57.9,63.9,69.7,56.9,1.17,8.08
2021-06-04,0.00,57.8,63.0,68.1,55.8,2.18,7.87
2021-06-05,0.00,57.5,64.3,71.0,56.4,1.94,9.87
2021-06-06,0.00,58.6,65.1,71.3,55.1,2.64,10.82
2021-06-07,0.00,59.0,63.4,67.8,53.7,3.03,9.13
2021-06-08,0.00,58.7,61.4,63.9,53.2,2.48,6.61
2021-06-09,0.00,58.3,63.6,68.7,53.8,2.09,10.57
2021-06-10,0.00,53.5,61.7,69.7,53.6,1.46,10.96
2021-06-11,0.00,52.9,62.2,71.3,50.6,1.64,14.86
2021-06-12,0.00,54.4,64.5,74.4,52.8,1.91,18.02
2021-06-13,0.00,56.2,65.8,75.4,56.7,1.23,14.29
2021-06-14,0.00,58.8,67.2,75.4,57.9,1.41,13.74
2021-06-15,0.00,58.3,67.6,76.8,59.3,0.98,14.96
2021-06-16,0.00,61.6,75.1,89.3,60.7,1.48,30.33
2021-06-17,0.00,61.1,68.7,76.2,60.9,1.13,12.18
2021-06-18,0.00,61.6,68.8,75.9,61.0,1.31,11.73
2021-06-19,0.00,62.3,67.2,72.0,60.1,2.17,8.80
2021-06-20,0.00,61.4,67.5,73.4,59.7,1.95,10.56
2021-06-21,0.00,59.9,66.0,72.0,58.7,1.63,8.98
2021-06-22,0.00,60.7,67.2,73.4,58.6,2.35,11.51
2021-06-23,0.00,62.8,67.0,71.1,60.0,2.54,7.82
2021-06-24,0.02,62.9,68.5,74.0,60.3,2.04,10.23
2021-06-25,0.00,61.7,66.8,71.7,58.3,2.67,9.63
2021-06-26,0.00,61.1,67.6,73.9,59.2,2.01,11.70
2021-06-27,0.00,61.0,67.0,72.8,59.0,2.00,10.35
2021-06-28,0.00,61.8,67.7,73.4,60.6,1.95,9.27
2021-06-29,0.00,62.2,66.8,71.2,60.8,2.10,7.10
2021-06-30,0.00,63.3,66.9,70.5,60.7,2.23,7.03
2021-07-01,0.00,62.7,68.2,73.7,61.3,2.30,8.99
2021-07-02,0.00,63.2,69.4,75.6,61.5,2.24,11.43
2021-07-03,0.00,63.3,69.0,74.6,61.6,1.89,9.36
2021-07-04,0.00,62.8,69.1,75.5,61.4,1.92,9.89
2021-07-05,0.00,63.0,68.6,74.1,60.2,2.33,11.14
2021-07-06,0.00,63.1,69.2,75.3,60.5,2.07,11.81
2021-07-07,0.00,62.0,68.0,74.1,59.1,2.28,11.62
2021-07-08,0.00,62.5,68.3,74.2,60.3,2.11,10.32
2021-07-09,0.00,63.0,69.7,76.4,62.0,1.94,11.00
2021-07-10,0.00,64.4,71.9,79.3,63.3,1.98,15.02
2021-07-11,0.00,65.4,73.8,82.3,62.5,2.01,21.12
2021-07-12,0.00,64.7,70.6,76.5,61.3,2.50,12.86
2021-07-13,0.00,65.1,70.5,75.9,61.8,3.01,11.01
2021-07-14,0.00,65.2,71.7,78.2,63.4,2.12,11.99
2021-07-15,0.00,65.6,71.7,77.8,63.1,2.20,12.04
2021-07-16,0.00,65.7,72.0,78.2,62.6,2.86,13.68
2021-07-17,0.00,65.4,71.7,78.1,62.6,2.56,12.71
2021-07-18,0.00,65.6,71.5,77.5,63.7,2.45,12.04
2021-07-19,0.00,67.1,74.5,81.9,62.8,2.60,18.51
2021-07-20,0.00,66.4,74.1,81.9,62.6,2.27,18.22
2021-07-21,0.00,66.0,74.5,83.0,62.6,2.00,23.63
2021-07-22,0.00,66.4,73.8,81.2,64.3,2.05,17.17
2021-07-23,0.00,65.3,71.3,77.3,63.5,2.39,11.35
2021-07-24,0.00,64.9,71.4,78.0,62.9,2.43,12.65
2021-07-25,0.00,65.5,70.5,75.6,63.1,2.46,9.62
2021-07-26,0.08,66.3,70.9,75.4,63.4,2.46,9.60
2021-07-27,0.01,66.3,69.0,71.8,65.3,1.46,5.10
2021-07-28,0.00,64.5,69.9,75.4,64.4,1.32,8.66
2021-07-29,0.00,64.0,71.7,79.5,63.5,1.44,14.10
2021-07-30,0.00,63.7,71.1,78.5,62.8,1.35,15.10
2021-07-31,0.00,62.8,70.0,77.3,63.0,1.14,12.12
2021-08-01,0.00,61.1,69.3,77.6,61.6,0.70,13.28
2021-08-02,0.00,60.4,71.8,83.3,59.5,0.76,24.32
2021-08-03,0.00,62.0,74.0,86.1,58.6,2.16,28.05
2021-08-04,0.00,62.6,71.5,80.5,61.9,1.26,17.64
2021-08-05,0.00,63.2,69.8,76.4,62.5,1.62,11.67
2021-08-06,0.00,62.9,70.7,78.6,62.5,1.59,13.08
2021-08-07,0.00,62.2,68.3,74.3,60.9,1.48,9.99
2021-08-08,0.00,62.0,68.1,74.2,60.3,1.94,10.61
2021-08-09,0.00,62.2,68.9,75.5,60.7,1.98,11.51
2021-08-10,0.00,62.6,70.8,79.0,62.9,1.46,14.25
2021-08-11,0.08,65.6,73.0,80.5,64.2,1.68,15.46
2021-08-12,0.00,68.2,76.9,85.6,65.0,2.39,21.17
2021-08-13,0.00,67.4,76.9,86.5,63.8,2.19,22.73
2021-08-14,0.00,66.5,75.5,84.5,62.1,1.90,26.99
2021-08-15,0.02,66.1,74.6,83.0,62.7,1.74,24.04
2021-08-16,0.00,66.2,72.6,79.1,64.3,1.87,13.05
2021-08-17,0.00,66.3,73.3,80.3,65.4,1.81,13.45
2021-08-18,0.00,68.3,72.7,77.1,65.4,2.53,9.78
2021-08-19,0.00,68.8,72.6,76.4,64.9,2.91,10.64
2021-08-20,0.00,67.1,71.8,76.4,63.5,2.73,10.95
2021-08-21,0.00,66.2,70.0,73.8,61.8,3.05,9.35
2021-08-22,0.01,63.9,68.7,73.6,59.6,1.63,11.69
2021-08-23,0.00,64.9,68.9,73.0,61.3,1.94,8.68
2021-08-24,0.00,62.2,69.2,76.2,61.1,1.63,12.46
2021-08-25,0.00,61.7,69.7,77.6,62.2,1.34,13.30
2021-08-26,0.00,63.9,72.1,80.3,63.8,1.35,14.68
2021-08-27,0.00,64.7,75.0,85.2,62.1,1.77,23.93
2021-08-28,0.00,63.9,73.5,83.1,64.0,0.98,18.11
2021-08-29,0.00,64.5,71.4,78.4,63.9,0.77,11.86
2021-08-30,0.02,64.1,71.2,78.2,64.6,1.08,11.83
2021-08-31,0.00,66.4,71.9,77.4,63.7,2.08,11.60
2021-09-01,0.00,65.6,68.7,71.8,62.1,2.35,7.52
2021-09-02,0.00,66.4,70.6,74.7,60.8,3.71,10.99
2021-09-03,0.00,65.6,70.7,75.7,61.2,2.90,12.49
2021-09-04,0.00,63.0,69.2,75.3,62.3,1.38,10.34
2021-09-05,0.00,62.0,73.6,85.2,57.5,0.91,25.90
2021-09-06,0.00,64.7,73.1,81.6,63.0,1.42,18.26
2021-09-07,0.00,66.4,72.1,77.8,65.4,1.86,10.61
2021-09-08,0.00,66.9,74.2,81.6,64.5,2.11,17.36
2021-09-09,0.00,66.4,74.7,83.0,65.2,1.76,17.39
2021-09-10,0.05,66.8,76.1,85.3,65.5,1.31,23.71
2021-09-11,0.00,66.9,75.8,84.6,65.7,0.97,19.39
2021-09-12,0.00,66.4,77.0,87.5,63.3,1.61,25.62
2021-09-13,0.00,63.2,72.4,81.7,62.8,0.94,18.69
2021-09-14,0.00,62.0,71.0,80.0,61.8,0.87,15.95
2021-09-15,0.00,62.8,69.7,76.6,60.5,1.83,12.75
2021-09-16,0.00,62.8,68.6,74.5,59.4,2.56,11.42
2021-09-17,0.00,62.5,67.7,72.9,57.8,3.15,11.40
2021-09-18,0.00,62.5,67.8,73.2,58.2,2.76,11.33
2021-09-19,0.00,62.3,68.0,73.7,58.8,2.56,11.06
2021-09-20,0.00,58.7,66.1,73.6,57.6,1.60,11.72
2021-09-21,0.00,58.4,67.3,76.3,60.4,1.18,12.06
2021-09-22,0.00,63.0,77.2,91.3,60.1,2.16,33.48
2021-09-23,0.00,66.1,78.0,89.9,59.3,2.64,33.10
2021-09-24,0.00,63.0,71.2,79.3,62.0,1.26,14.82
2021-09-25,0.18,63.4,69.5,75.6,61.6,1.82,11.69
2021-09-26,0.00,63.5,68.5,73.4,61.9,1.70,8.40
2021-09-27,0.00,62.8,65.3,67.9,61.1,1.43,4.94
2021-09-28,0.02,62.7,64.3,66.0,60.0,1.37,4.19
2021-09-29,0.00,61.7,66.0,70.4,57.5,2.94,8.81
2021-09-30,0.00,58.2,65.1,72.0,57.7,1.47,11.20
2021-10-01,0.00,55.7,67.5,79.4,55.3,1.12,17.53
2021-10-02,0.00,58.6,74.4,90.2,38.8,7.93,42.50
2021-10-03,0.00,61.0,76.3,91.6,45.0,6.78,42.75
2021-10-04,0.00,63.4,76.7,89.9,43.4,10.45,39.26
2021-10-05,0.73,63.8,73.8,83.8,56.0,1.19,29.64
2021-10-06,0.00,63.9,69.8,75.6,62.7,1.08,11.29
2021-10-07,0.00,64.8,68.0,71.2,62.1,1.77,6.89
2021-10-08,0.18,63.1,66.6,70.1,60.9,0.69,7.77
2021-10-09,0.02,57.7,62.8,67.8,58.3,0.57,6.98
2021-10-10,0.00,54.6,62.5,70.4,55.7,0.86,10.38
2021-10-11,0.00,53.9,64.8,75.8,56.4,0.65,16.41
2021-10-12,0.00,55.3,61.7,68.0,49.9,0.88,14.01
2021-10-13,0.00,48.6,58.6,68.5,35.9,4.56,18.27
2021-10-14,0.00,47.7,60.0,72.2,41.3,3.70,21.01
2021-10-15,0.00,49.9,61.9,73.9,46.4,3.16,19.56
2021-10-16,0.00,53.2,69.6,86.0,34.9,6.53,36.28
2021-10-17,0.00,55.1,70.5,85.8,30.9,10.50,37.48
2021-10-18,0.00,56.1,65.6,75.0,49.0,2.09,20.57
2021-10-19,0.00,48.1,56.9,65.7,51.3,1.47,7.22
2021-10-20,0.00,48.3,57.5,66.7,48.5,1.37,10.47
2021-10-21,0.00,48.8,59.1,69.4,52.0,1.12,11.59
2021-10-22,0.00,51.7,62.2,72.7,55.0,0.65,13.68
2021-10-23,0.00,57.1,62.4,67.7,55.5,1.06,8.32
2021-10-24,0.00,56.8,61.7,66.6,54.8,0.64,8.44
2021-10-25,0.00,55.3,62.5,69.8,55.7,1.38,10.60
2021-10-26,0.29,53.6,59.6,65.7,55.7,0.32,7.17
2021-10-27,0.00,51.3,58.9,66.6,52.7,0.62,8.75
2021-10-28,0.00,51.5,65.0,78.6,47.4,2.39,22.64
2021-10-29,0.00,57.9,72.0,86.1,47.7,7.84,31.76
2021-10-30,0.00,58.1,68.6,79.2,55.4,0.31,21.48
2021-10-31,0.00,58.4,63.1,67.9,56.3,0.56,7.91
2021-11-01,0.00,55.9,61.4,66.9,54.5,1.17,7.92
2021-11-02,0.00,55.1,62.0,69.0,56.4,0.86,8.44
2021-11-03,0.00,54.4,59.3,64.2,55.2,0.31,5.42
2021-11-04,0.00,54.2,61.4,68.7,55.7,0.23,8.65
2021-11-05,0.00,53.7,60.9,68.2,55.6,0.15,8.10
2021-11-06,0.00,53.5,61.9,70.4,55.8,0.10,9.56
2021-11-07,0.00,55.7,61.3,67.0,55.5,0.54,7.22
2021-11-08,0.00,54.4,60.9,67.4,54.1,0.76,8.65
2021-11-09,0.00,53.5,59.5,65.6,53.8,0.64,7.11
2021-11-10,0.00,54.9,60.6,66.3,54.8,0.81,8.01
2021-11-11,0.00,56.2,62.8,69.5,55.2,1.04,9.66
2021-11-12,0.00,59.2,71.8,84.4,43.7,6.95,30.38
2021-11-13,0.00,62.9,76.1,89.4,40.0,11.57,39.34
2021-11-14,0.00,60.9,72.9,84.9,39.2,10.74,33.16
2021-11-15,0.00,59.1,72.3,85.6,39.1,9.28,35.21
2021-11-16,0.00,51.7,65.1,78.5,46.8,0.53,26.10
2021-11-17,0.00,51.4,57.7,64.1,52.8,0.20,6.51
2021-11-18,0.00,52.2,59.4,66.6,53.0,0.63,8.40
2021-11-19,0.00,53.1,58.2,63.3,54.5,0.38,5.14
2021-11-20,0.00,54.7,59.2,63.8,53.9,0.96,6.12
2021-11-21,0.00,52.7,58.3,63.9,53.1,0.33,6.66
2021-11-22,0.00,51.3,66.8,82.3,37.4,0.63,30.84
2021-11-23,0.00,57.6,69.9,82.1,30.6,8.94,34.44
2021-11-24,0.00,53.2,60.8,68.3,48.8,0.65,13.70
2021-11-25,0.00,50.3,59.1,67.8,45.3,1.10,15.18
2021-11-26,0.00,51.9,63.9,75.9,16.4,9.20,28.02
2021-11-27,0.00,51.7,65.4,79.1,28.5,8.44,29.66
2021-11-28,0.00,51.6,63.6,75.5,31.9,5.53,25.25
2021-11-29,0.00,50.2,64.2,78.1,36.5,2.19,27.98
2021-11-30,0.00,48.5,62.6,76.6,42.4,0.71,25.84
2021-12-01,0.00,48.3,58.1,67.9,50.0,0.28,10.21
2021-12-02,0.00,49.1,62.1,75.1,51.8,0.08,16.85
2021-12-03,0.00,52.7,57.6,62.5,52.8,0.29,5.36
2021-12-04,0.00,53.1,58.0,62.9,51.4,1.12,6.74
2021-12-05,0.00,54.4,57.6,60.8,51.6,1.62,5.16
2021-12-06,0.00,49.2,56.6,64.0,50.7,0.47,7.47
2021-12-07,0.00,47.8,55.4,62.9,51.2,0.41,5.77
2021-12-08,0.01,51.3,55.7,60.0,50.8,1.10,5.19
2021-12-09,0.10,51.0,58.5,66.1,52.2,1.22,9.20
2021-12-10,0.19,48.9,54.6,60.3,51.8,0.35,4.12
2021-12-11,0.00,45.9,52.7,59.4,45.9,0.71,7.48
2021-12-12,0.00,44.8,54.8,64.8,36.6,1.72,14.09
2021-12-13,0.00,43.6,53.3,62.9,41.9,1.12,11.31
2021-12-14,0.03,49.5,53.6,57.7,47.5,1.56,5.52
2021-12-15,1.72,45.8,52.1,58.4,46.9,0.18,5.08
2021-12-16,0.00,40.7,48.6,56.4,38.0,1.25,8.51
2021-12-17,0.10,39.9,48.5,57.2,44.0,0.23,8.34
2021-12-18,0.00,44.9,54.1,63.3,44.5,0.24,9.22
2021-12-19,0.00,42.8,54.0,65.1,36.1,1.17,15.59
2021-12-20,0.00,42.4,53.1,63.8,37.9,1.05,14.03
2021-12-21,0.00,41.0,53.0,65.1,41.3,1.37,14.36
2021-12-22,0.00,50.9,58.1,65.4,43.3,1.16,14.21
2021-12-23,0.00,50.1,56.7,63.3,46.9,1.33,11.34
2021-12-24,0.84,51.8,57.9,64.0,49.9,0.75,9.74
2021-12-25,0.24,51.5,55.7,59.9,52.1,0.25,5.70
2021-12-26,0.22,51.0,53.9,56.8,49.8,0.26,4.89
2021-12-27,0.00,44.1,50.5,56.9,42.6,0.75,7.37
2021-12-28,0.21,44.3,49.5,54.8,45.0,0.56,6.20
2021-12-29,0.19,46.7,50.5,54.4,45.6,0.29,4.90
2021-12-30,0.21,46.1,51.0,55.9,47.4,0.30,4.16
2021-12-31,0.00,52.3,57.5,62.6,49.4,1.57,6.96
2022-01-01,0.00,50.9,55.2,59.5,47.5,1.67,5.61
2022-01-02,0.00,43.6,52.5,61.4,42.5,1.27,9.21
2022-01-03,0.00,42.0,53.5,65.0,35.2,1.71,15.65
2022-01-04,0.00,40.7,50.4,60.2,37.6,1.10,11.38
2022-01-05,0.00,41.3,50.4,59.5,42.9,0.94,7.54
2022-01-06,0.00,44.2,54.9,65.6,45.0,1.16,12.09
2022-01-07,0.00,46.4,56.7,67.0,46.3,0.37,12.37
2022-01-08,0.00,45.5,52.4,59.3,48.9,0.24,4.62
2022-01-09,0.00,47.0,54.1,61.1,47.5,0.67,7.69
2022-01-10,0.00,45.5,58.5,71.6,41.6,0.67,18.16
2022-01-11,0.00,51.0,61.4,71.7,33.9,6.17,20.38
2022-01-12,0.00,52.6,65.1,77.5,31.6,7.50,26.90
2022-01-13,0.00,52.9,64.2,75.5,30.5,7.49,25.08
2022-01-14,0.00,53.9,63.5,73.1,33.7,6.01,22.89
2022-01-15,0.01,53.0,62.3,71.6,42.7,3.26,19.11
2022-01-16,0.04,54.0,60.9,67.9,42.7,1.78,16.27
2022-01-17,0.00,54.6,61.7,68.7,48.5,0.97,15.48
2022-01-18,0.11,53.5,59.3,65.1,52.3,0.41,8.98
2022-01-19,0.00,55.0,58.4,61.8,54.1,0.49,4.92
2022-01-20,0.00,49.1,56.1,63.1,51.7,0.29,6.59
2022-01-21,0.00,47.9,59.1,70.3,44.2,0.97,16.50
2022-01-22,0.00,47.3,55.4,63.5,46.2,0.41,10.51
2022-01-23,0.00,48.7,58.7,68.7,33.5,4.16,18.47
2022-01-24,0.00,48.8,59.6,70.4,33.9,5.30,19.26
2022-01-25,0.00,46.4,57.2,68.0,41.5,1.24,16.15
2022-01-26,0.00,45.0,53.8,62.7,46.3,0.50,7.92
2022-01-27,0.00,44.5,56.1,67.7,43.7,0.15,15.43
2022-01-28,0.00,45.3,57.0,68.8,35.3,2.87,18.34
2022-01-29,0.00,46.0,59.6,73.1,22.8,3.82,24.23
2022-01-30,0.00,46.6,56.7,66.9,27.8,4.64,18.88
2022-01-31,0.00,44.6,56.6,68.6,41.2,0.86,17.71
2022-02-01,0.00,44.0,53.4,62.8,46.3,0.81,10.14
2022-02-02,0.00,47.3,54.1,61.0,47.8,0.81,6.88
2022-02-03,0.00,42.6,54.1,65.6,29.0,0.71,17.99
2022-02-04,0.00,41.0,51.8,62.6,26.8,2.98,15.72
2022-02-05,0.00,42.2,54.8,67.4,24.8,3.80,19.02
2022-02-06,0.00,43.8,55.8,67.8,22.6,5.56,20.03
2022-02-07,0.00,43.8,58.9,74.0,26.8,5.45,23.94
2022-02-08,0.00,50.1,62.5,74.9,22.8,7.96,25.78
2022-02-09,0.00,49.4,62.8,76.2,26.3,7.96,26.95
2022-02-10,0.00,53.3,69.1,84.8,27.6,9.36,37.42
2022-02-11,0.00,55.8,69.6,83.5,34.1,8.75,33.36
2022-02-12,0.00,54.8,68.1,81.3,33.7,8.54,30.38
2022-02-13,0.00,54.8,70.7,86.7,30.4,8.31,38.31
2022-02-14,0.00,54.5,69.1,83.7,23.6,10.19,36.31
2022-02-15,0.00,51.5,63.7,75.9,42.1,1.06,25.14
2022-02-16,0.42,44.3,50.7,57.1,45.3,0.39,6.18
2022-02-17,0.00,43.3,52.1,60.9,44.4,0.83,9.16
2022-02-18,0.00,44.0,57.3,70.6,35.3,0.88,21.72
2022-02-19,0.00,44.6,56.6,68.7,33.9,2.52,19.73
2022-02-20,0.00,45.0,57.8,70.6,42.9,0.21,19.32
2022-02-21,0.00,46.2,54.4,62.6,47.4,0.12,7.17
2022-02-22,0.00,51.5,55.8,60.0,44.6,3.00,7.52
2022-02-23,0.34,46.8,51.9,57.1,45.2,0.86,6.57
2022-02-24,0.01,40.7,47.1,53.4,35.9,1.42,7.17
2022-02-25,0.00,38.9,48.9,59.0,29.1,1.87,12.54
2022-02-26,0.00,39.3,49.4,59.4,34.5,2.03,12.02
2022-02-27,0.00,42.2,54.8,67.5,31.7,2.30,17.62
2022-02-28,0.00,46.1,58.3,70.5,28.1,5.78,21.47
2022-03-01,0.00,48.7,62.2,75.6,28.2,7.05,26.62
2022-03-02,0.00,51.2,64.2,77.3,30.1,7.06,26.97
2022-03-03,0.00,49.0,64.4,79.8,42.2,0.44,28.60
2022-03-04,0.37,47.9,54.6,61.4,50.0,0.29,6.18
2022-03-05,0.50,51.3,56.3,61.4,49.6,0.50,6.21
2022-03-06,0.02,46.3,51.7,57.0,41.2,1.54,8.08
2022-03-07,0.00,44.5,51.8,59.1,42.6,1.07,8.01
2022-03-08,0.00,44.2,54.2,64.3,42.5,1.12,11.50
2022-03-09,0.00,44.7,55.6,66.6,33.0,3.41,17.87
2022-03-10,0.00,44.7,54.4,64.0,43.0,2.55,13.19
2022-03-11,0.00,46.1,54.3,62.5,48.3,0.75,7.86
2022-03-12,0.00,45.0,56.3,67.6,31.5,1.64,19.03
2022-03-13,0.00,46.6,59.0,71.4,33.6,2.87,21.82
2022-03-14,0.00,47.7,55.5,63.2,47.6,0.78,8.36
2022-03-15,0.00,48.7,58.6,68.4,49.6,0.50,11.86
2022-03-16,0.00,49.0,59.2,69.4,52.4,0.18,11.31
2022-03-17,0.00,51.5,59.2,66.9,53.3,0.34,8.61
2022-03-18,0.00,50.7,63.0,75.3,45.5,0.85,22.00
2022-03-19,0.00,50.4,62.2,74.0,45.7,0.97,20.95
2022-03-20,0.26,52.8,58.9,65.0,52.0,0.30,7.50
2022-03-21,0.04,49.8,56.5,63.3,50.8,0.54,8.54
2022-03-22,0.00,50.0,58.3,66.6,51.3,0.97,8.93
2022-03-23,0.00,53.3,66.2,79.1,45.1,2.27,25.15
2022-03-24,0.00,57.3,70.9,84.5,38.4,6.99,34.75
2022-03-25,0.00,53.9,65.4,76.8,47.8,0.79,22.54
2022-03-26,0.00,53.2,63.4,73.6,53.8,0.21,15.62
2022-03-27,0.00,53.3,60.6,68.0,53.2,0.29,9.19
2022-03-28,0.00,55.1,59.5,63.8,50.2,2.28,7.39
2022-03-29,0.81,52.3,58.9,65.5,52.1,0.34,9.51
2022-03-30,0.00,51.9,56.9,61.9,50.9,0.45,6.31
2022-03-31,0.00,53.3,58.6,63.9,51.6,1.36,7.42
2022-04-01,0.00,54.3,57.3,60.3,51.6,1.37,5.54
2022-04-02,0.02,55.9,61.1,66.3,52.5,1.38,9.58
2022-04-03,0.06,56.3,58.3,60.3,55.3,0.51,2.96
2022-04-04,0.03,55.9,58.4,60.8,54.2,0.56,4.31
2022-04-05,0.00,52.6,59.6,66.6,53.2,0.57,7.83
